id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
180,CreditTone_goniub,9,2,48,10,5,1,23,6,15,2,5,1,maven,False,open source,660,05a77a54f7d2128ad405c1fe743f0d581dc2d699,improvement,8,0,4,3,0,0
186,loyispa_jgc_exporter,1,0,4,0,2,0,2,0,0,0,0,0,maven,False,open source,173,1106a3c53ecd1702d1587c7d1a862534167b48c6,improvement,11,0,0,1,0,0
189,azam_ulidj,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,160,0ef67e21bbeea5c4516c6346b236a2ed3d0be4b6,no improvement,11,0,0,0,0,0
175,gismaker_lambkit,39,34,1200,927,38,27,322,246,617,475,223,179,maven,False,open source,3439,1a3690a499380667be67b54f57eb62a82686cebf,improvement,8,2,3,2,1,0
190,murfffi_zebra4j,4,1,17,7,1,0,9,5,7,2,0,0,maven,False,open source,306,01e4f676386b0b95836b09128b4c501f76a08300,improvement,8,0,2,0,0,0
195,kittylyst_optimizing-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,87,7ebdb3598fb9dedd715945719fe0b2792ebdecde,no improvement,8,0,0,0,0,0
194,Glusk_srp6-variables,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,151,c96f864db49848a7542f969d3fa6265cc3ca4ef4,no improvement,17,0,0,0,0,0
181,LookBackInTheRain_oauth-boot,15,14,630,587,30,26,182,163,310,292,108,106,maven,False,open source,2060,7bf6a0700947e555e12454f0ec59bbcf017de0de,improvement,8,2,0,1,0,0
200,meteoinfo_wContour,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,213,dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6,no improvement,8,0,0,0,0,0
201,k33ptoo_KControls,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,139,74bb01515509cd75c2081c7c7ed6220789f84f0d,no improvement,8,0,0,0,0,0
1,clean-arch-enablers-project_cae-framework,1,0,2,0,1,0,1,0,0,0,0,0,maven,False,open source,84,d2a2527581d5ba5b233706a6bb6ec52155f4e40b,improvement,11,0,0,1,0,0
8,javaparser_javaparser-visited,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,80,484363654e0236176eb854a1d19774c8aa9b1c07,improvement,8,0,1,0,0,0
5,ezasm-org_ezasm,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,188,75bd999c0886984003985037b7d18f8c259e6eb5,improvement,17,0,1,0,0,0
6,cncq-kycb_Springboot-TaoCheNet,7,6,235,25,19,7,103,9,98,9,15,0,maven,False,open source,232,fbbcc5c9e08ea6bcb6b45894f6e362aa4e9f4537,improvement,8,5,1,1,0,0
9,janlely_jparser,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,120,4699f5c62adf11c143eb5a1ba1fd10cc25328981,improvement,11,0,1,0,0,0
10,kobeyk_SpringBoot-DesignMode,2,1,136,1,7,0,39,0,63,1,27,0,maven,False,open source,115,acffd578d73314c708a85cc2931d5bb635847f0e,improvement,8,2,0,0,0,0
15,codelibs_ranklib,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,76,e43f605f2ccba8e43aefab7a17e69605ea865e35,no improvement,8,0,0,0,0,0
7,clusterfk_chaos-proxy,4,3,324,61,20,9,81,20,178,29,45,3,maven,False,open source,447,b150e9756f6cb9eacf7a82608b55404edc80dde2,improvement,8,4,0,0,0,0
18,luanqiu_java8,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,37,c74de6e5f06d4676bb3857c795a5512311d20f93,no improvement,17,0,0,0,0,0
14,bbottema_java-socks-proxy-server,3,0,3,0,0,0,2,0,1,0,0,0,maven,False,open source,209,7e57f21cdd3b628e3520ca44b1618af79841f11d,improvement,8,0,3,0,0,0
17,indeedeng_mph-table,11,6,72,30,9,8,22,15,21,4,20,3,maven,False,open source,156,7d9cd3db50e5d0c7f3985bba426483f8681c0120,improvement,8,1,1,5,0,0
145,victorrentea_clean-code-java,2,0,5,0,2,0,2,0,1,0,0,0,maven,False,open source,135,0907d4ea9b5b1034200cb39a1a4d690540487d62,improvement,17,0,0,0,0,0
146,wz2cool_mybatis-dynamic-query,10,4,169,29,14,7,74,12,68,10,13,0,maven,False,open source,319,134d8fcfa75830b8cad87a1344dd7722cded3d60,improvement,8,0,0,0,0,0
147,Pyknic_CodeGen,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,87,05e147e405fbfbce0535eb467517aef94e147f1a,improvement,8,0,0,0,0,0
148,Dogloverblue_Lorcana-API,2,0,2,0,0,0,1,0,1,0,0,0,maven,False,open source,72,12953522ec1ef6d6a5d995d80622c64dd74ae1f1,improvement,17,0,0,0,0,0
150,thjomnx_java-systemd,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,80,18bae745f6bd2ff522fc0a85ac68945eb3f13cbd,no improvement,17,0,0,0,0,0
149,wankaiyi_feishuservice,11,11,149,137,22,20,57,53,66,60,4,4,maven,False,open source,1352,77f9e86ebf107a501cf640545fe23ca460add135,improvement,17,0,0,0,0,0
151,eBay_bsonpatch,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,92,ca122aa773ea762afc98aa361f0d0921b84e6293,improvement,8,0,0,0,0,0
152,cellsrg_tabbypdf,3,0,11,0,0,0,9,0,1,0,1,0,maven,False,open source,140,def8bb08e7733a9b87e593cb5363ef82581628c1,improvement,8,0,0,0,0,0
153,palatable_shoki,2,2,2,2,0,0,2,2,0,0,0,0,maven,False,open source,104,0630c60c44ff58e5a142196b6233d12c82bd6c4b,no improvement,8,0,0,0,0,0
155,AuthMe_ConfigMe,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,76,c7c213ca929567bce70abe347ee94e349cc2ba58,no improvement,8,0,0,0,0,0
156,jashaj_spring-boot-thymeleaf-fragments,7,5,27,22,7,6,10,8,10,8,0,0,maven,False,open source,245,4e20daa6a8f1bdfda6ba93b809972f989cc85044,improvement,17,0,0,0,0,0
159,dungba88_libra,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,160,14ca069d585f2d756099f69c4e4c5dfb2acc3bfd,improvement,17,0,0,0,0,0
160,jenshadlich_S3-Performance-Test,5,0,66,0,2,0,10,0,33,0,21,0,maven,False,open source,194,73dfd31b84eef0ecd2974203cbd5ae459b3446dd,improvement,8,0,0,0,0,0
161,jodastephen_jpms-module-names,1,0,68,0,1,0,14,0,34,0,19,0,maven,False,open source,502,86232667f236baae5851d0f7d152a7adee58c339,improvement,11,0,0,0,0,0
162,manticore-projects_H2MigrationTool,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,98,5b715410331e0e8dd66c5b81e60a2edf894112b2,improvement,11,0,0,0,0,0
154,GreatGarlic_NettyReverseProxy,12,11,581,579,23,23,128,128,336,336,94,92,maven,False,open source,3951,d30509c69ac9d36df1021b238db2939b252c0dd1,improvement,8,0,0,0,0,0
164,JeremyTsaii_leetcode-stats-api,4,2,109,73,10,6,45,28,47,33,7,6,maven,False,open source,465,525bb8310c126611262065e22b96f4437d6b898c,improvement,8,0,0,0,0,0
163,acenelio_springboot2-ionic-backend,8,8,376,375,19,19,121,121,173,173,63,62,maven,False,open source,3648,d5419ee2857db1d672e92c887c3698d3899517c1,improvement,8,0,0,0,0,0
166,Project-Books_books-api,10,5,299,108,23,10,125,43,122,45,29,10,maven,False,open source,951,1634e7766c27a99c5a5594a6ba9c856ea0eebaf5,improvement,11,0,0,0,0,0
167,davidmoten_word-wrap,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,118,65ee470f3662eb73d681447f2f7ef2210a65b4d1,no improvement,8,0,0,0,0,0
165,UCL-CREST_Siamese,6,3,40,37,2,2,26,26,11,8,1,1,maven,False,open source,2717,8ac891d11590a1b0ddd54ef6025d31762d45d95e,improvement,8,0,0,0,0,0
169,ngageoint_simple-features-geojson-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,158,f0c7b96acf2ffbcc892d85379e17803e17d080ff,no improvement,11,0,0,0,0,0
170,banmajio_RTSPtoHTTP-FLV,3,3,115,115,9,9,50,50,49,49,7,7,maven,False,open source,612,a8f96119c11aaf0dcf47f64ca37075be9eb2d10e,no improvement,8,0,0,0,0,0
168,dbpedia_ontology-tracker,19,19,1444,1373,23,22,346,337,720,684,355,330,maven,False,open source,2503,c359a5a0e012e6a8ea12168aa0a9eaaf949e3c3d,improvement,8,0,0,0,0,0
172,spannm_ucanaccess,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,249,6db0373a8209ecc5f635e8d963b80ad7e735fca5,improvement,11,0,0,0,0,0
171,vatri_spring-rest-ecommerce,9,9,586,586,24,24,175,175,255,255,132,132,maven,False,open source,1994,655ddd6990f8eac9a2b8d75f13fd855e1dc3d3fd,no improvement,8,0,0,0,0,0
174,vy_rotating-fos,2,0,2,0,0,0,1,0,1,0,0,0,maven,False,open source,103,608a89c1632f7fba9661446414f0d03ce40893d8,improvement,8,0,0,0,0,0
175,bbossgroups_springboot-elasticsearch-webservice,14,11,350,47,15,4,79,23,182,20,74,0,maven,False,open source,598,dc0efeb9219ca299b256d87fb934ec2b26b19407,improvement,8,0,0,0,0,0
173,harry-xqb_rent-house,18,13,483,222,31,17,192,90,213,92,47,23,maven,False,open source,1622,28c4bf2444b3bcd481cd207e580adf39bd463c93,improvement,8,0,0,0,0,0
176,onewelcome_java-spring-oidc-example,11,9,178,173,19,18,81,79,64,62,14,14,maven,False,open source,955,12eac6770b810db2db20c3ed74be08e265bec9c9,improvement,8,0,0,0,0,0
178,cartoonYu_LeetCodeSolution,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,76,85262be381c640466e5b65e58526c04d31e550cc,no improvement,8,0,0,0,0,0
179,MasterFlomaster1_JFXCrypto,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,494,6e04b639d4d375eeb697988ed4244ec95dfb280a,no improvement,17,0,0,0,0,0
180,dgroup_docker-unittests,11,8,143,128,7,5,48,43,69,61,19,19,maven,False,open source,1004,907842baf08af85dc7f935a8fc8fe37215718108,improvement,8,0,0,0,0,0
181,zapodot_embedded-ldap-junit,3,2,15,9,2,0,11,9,2,0,0,0,maven,False,open source,149,42c6c8386795418f644a4324e71db456cbe7fbca,improvement,8,0,0,0,0,0
177,copoile_blog-api,22,20,606,498,35,35,191,169,295,234,85,60,maven,False,open source,2604,4554dae27f3194f0a8ed53aef380179256d3c193,improvement,8,0,0,0,0,0
182,s3curitybug_similarity-uniform-fuzzy-hash,2,0,3,0,0,0,2,0,1,0,0,0,maven,False,open source,147,2d36fa0b81ef429ef5dad9831e2e91b1b867a71c,improvement,8,0,0,0,0,0
183,TurpIF_lambda-string,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,244,06546c8b6488d0dbc71a625bf97f03fd037a94ff,improvement,8,0,0,0,0,0
184,albfernandez_itext2,2,0,2,0,0,0,2,0,0,0,0,0,maven,False,open source,228,cc7dc8b6a18090bd0087eec92bf19a5fe2bdd0a4,improvement,8,0,0,0,0,0
185,hongbeomi_Programmers,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,72,79f681a74e5e453c16d3a403c01d692459e6fdb4,no improvement,8,0,0,0,0,0
187,john182_CalculoTributario,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,67,3380fe7d56d7373cf1c2e798f1b727d869796af3,no improvement,8,0,0,0,0,0
188,pack200_pack200,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,102,e34152f54fdb4d4f639ae05697641bfaec16ccf6,no improvement,8,0,0,0,0,0
189,dmlloyd_jdk-classfile-backport,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,72,65ed778c04b1db2e95fbd674bd3fc2cfe83fcea3,no improvement,17,0,0,0,0,0
186,icgw_FCA-Map,2,1,63,15,1,0,7,3,45,12,10,0,maven,False,open source,536,38accf9c97f7098ed2288958f03300a19e40af0a,improvement,8,0,0,0,0,0
191,coralblocks_CoralQueue,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,123,457c72a5990936e0524cb4d4d1bc85766a48da38,no improvement,17,0,0,0,0,0
190,krpors_gimlet,3,0,9,0,3,0,3,0,2,0,1,0,maven,False,open source,454,5f95db18d46a4d9324178108ac64f284d455a36a,improvement,17,0,0,0,0,0
192,junichi11_netbeans-color-codes-preview,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,514,97a0262a3c15ab5842c43b68019e1e355ad7d3a8,no improvement,8,0,0,0,0,0
195,gflewis_sndml3,7,1,12,1,1,0,6,0,3,1,2,0,maven,False,open source,180,fde636075268cfeb2482ff4dcd33379a6612f4d6,improvement,11,0,0,0,0,0
196,oktadev_auth0-spring-boot-angular-crud-example,5,4,92,56,20,13,30,18,40,24,2,1,maven,False,open source,408,5eae66095b0d0b16ed7042321e2cb23f29f4a456,improvement,17,0,0,0,0,0
197,bearhsu2_ithelp2021,3,2,103,9,10,4,43,2,43,3,7,0,maven,False,open source,189,8983c45114d818e75641f129c5ce4ac1a349070b,improvement,8,0,0,0,0,0
198,krisjin_banyan,5,4,27,20,3,3,13,11,9,6,2,0,maven,False,open source,231,1762f3b26ce8ff0e451d9bc3b30958226f0679cb,improvement,8,0,0,0,0,0
199,extrawest_Charge-Point-Simulator-via-OCPP-2.0.1,6,1,67,19,9,3,32,9,26,7,0,0,maven,False,open source,161,c6e40128a53da3035fe31d3f4fe8113f82c7c7ab,improvement,17,0,0,0,0,0
200,jingpeicomp_id-generator,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,78,453d4aa66eb18ed581b17ca11791310c61a68ec0,no improvement,8,0,0,0,0,0
201,makbn_java_leaflet,3,2,9,2,1,1,2,1,6,0,0,0,maven,False,open source,2118,5026f523a1ceb4e34d46e4ba9efbe40f90780aa6,improvement,17,0,0,0,0,0
202,graphaware_neo4j-expire,6,4,339,258,13,12,124,101,146,113,56,32,maven,False,open source,213,0547af60ffc8af51f3c69985e0df17568f912981,improvement,8,0,0,0,0,0
203,ferstl_parallel-stream-support,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,84,84aee8a3ff15bf1b5aad1fbb7cdd47070e9799a3,no improvement,17,0,0,0,0,0
204,flipkart-incubator_ranger,8,3,194,15,4,0,33,12,96,3,61,0,maven,False,open source,252,91d3068eef7984c8101727e41e8f5fe756319d48,improvement,8,0,0,0,0,0
205,maihaoche_rocketmq-spring-boot-starter,6,6,63,61,4,4,29,29,24,24,6,4,maven,False,open source,894,3992d46bd24c859cd1bd903689f9f1e5cb73f1f4,improvement,8,0,0,0,0,0
206,edmunds_databricks-rest-client,5,0,16,0,1,0,9,0,6,0,0,0,maven,False,open source,191,36b9a0eb8accbf66358c1078d898d1874916cf10,improvement,8,0,0,0,0,0
209,ghwswywps_robot,15,15,315,315,11,11,96,96,135,135,73,73,maven,False,open source,1706,8611428a7443c28d325295c5759b6ca5e19fdb82,no improvement,8,0,0,0,0,0
210,dhatim_business-hours-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,109,96a8f07e1fe3b815f2d073953d03b3af88ff09e9,no improvement,8,0,0,0,0,0
211,apache_pdfbox-jbig2,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,111,d906c1d3e771880adbed29843c78b4bf5a728807,no improvement,8,0,0,0,0,0
212,tminglei_form-binder-java,1,0,3,0,1,0,2,0,0,0,0,0,maven,False,open source,206,d637c86fee38227f9e7f1334e0bbcd2414a6c60a,improvement,8,0,0,0,0,0
214,tarantool_cartridge-java,9,4,28,8,3,0,19,7,6,1,0,0,maven,False,open source,494,0ad43fc87e0f80814a06d4dfffdb458f889b3c75,improvement,8,0,0,0,0,0
213,HowieYuan_easyexcel-encapsulation,4,3,171,170,7,7,57,56,74,74,33,33,maven,False,open source,837,7641cae9b40aab36c669549dc3cfd278afd7fb0d,improvement,8,0,0,0,0,0
215,ory_hydra-client-java,5,1,8,2,0,0,5,0,3,2,0,0,maven,False,open source,203,26b02da1ce321d0e7cae5fe950c7d269df5ec0bc,improvement,8,0,0,0,0,0
216,geographiclib_geographiclib-java,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,59,c69cc6b3771bb460fc429a3c4302641df37d32d7,improvement,8,0,0,0,0,0
217,trung_InMemoryJavaCompiler,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,95,d84c404975dc308ee5a418c5af8a6629c5e6c995,improvement,8,0,0,0,0,0
218,intelie_introspective,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,72,df924f40f2b043d5ef6a65453345e5fe3d3565a6,improvement,8,0,0,0,0,0
219,wechatpay-apiv3_CertificateDownloader,1,1,6,1,0,0,1,0,5,1,0,0,maven,False,open source,98,4cae9c9f472cf3200f7b9af99c8be532621a9d22,improvement,8,0,0,0,0,0
225,medblocks_openFHIR,19,18,133,70,24,9,46,22,61,39,2,0,maven,False,open source,961,adec0dff5d8c42863fa353f13f14a42da6db9b19,improvement,17,0,0,0,0,0
227,Coreoz_Windmill,4,0,13,0,2,0,6,0,5,0,0,0,maven,False,open source,120,dff3bc5f4b194c263f99eb9c8e8e45de7c94239f,improvement,11,0,0,0,0,0
229,dvare_dynamic-loader,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,76,ed9a454ef82040c8d17f10079cfa5cdaac7648e7,no improvement,8,0,0,0,0,0
230,tamtam-chat_tamtam-bot-api,6,1,78,7,5,2,17,4,49,1,7,0,maven,False,open source,150,2691fb0120a4c15cf5577d10bfa48dd023eb1282,improvement,8,0,0,0,0,0
231,ngageoint_simple-features-wkb-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,140,48cb9746c757e8df9de62303dc7b4818254eb8a9,no improvement,11,0,0,0,0,0
232,jzheng2017_resultset-mapper,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,135,f8a701f8f030c283551a0c0c2b4ec181739ac281,no improvement,11,0,0,0,0,0
233,spring-cloud-services-samples_cook,7,6,35,29,7,6,13,11,15,12,0,0,maven,False,open source,192,c289f46b728144aab11ce733345cc06f0c0144f8,improvement,17,0,0,0,0,0
234,j-easy_easy-states,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,99,8229c22a1c41fec429f4e9c6915bf3e32a9a3793,improvement,8,0,0,0,0,0
235,joaopsilva_binance-java-api,4,0,66,0,0,0,7,0,34,0,25,0,maven,False,open source,85,f51ee15f0f0a99e4c5ebe2198ff7014473b558f1,improvement,8,0,0,0,0,0
237,brenoepics_at4j,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,115,a85ecb251cfc2e5236bb147bb214ba0facd033d6,no improvement,11,0,0,0,0,0
241,sttp-book_code-examples,2,0,2,0,0,0,1,0,1,0,0,0,maven,False,open source,101,f31fb6331ae730ff762116023cd70a6acdce7274,improvement,11,0,0,0,0,0
242,anlingyi_xechat,6,4,195,189,12,12,63,61,98,96,22,20,maven,False,open source,972,fcd2846694b16e5c1011a4f396c97e053643e5b3,improvement,8,0,0,0,0,0
243,juzi214032_OERP,16,11,386,149,28,12,146,42,177,77,35,18,maven,False,open source,592,c1df7c1dab5de02d6e107e80fca6c2cec013aa03,improvement,8,0,0,0,0,0
244,vangj_jbayes,2,0,8,0,0,0,2,0,6,0,0,0,maven,False,open source,121,4f3a542a4cab356b2b4a3d5d735ae0346429ef2d,improvement,8,0,0,0,0,0
245,Smith-Cruise_Spring-Boot-Security-JWT-SPA,6,6,293,134,16,10,82,36,154,70,41,18,maven,False,open source,1123,8b6ae833b6df446277ac4ba53b223c9295b448b6,improvement,8,0,0,0,0,0
246,lz1998_Spring-CQ,3,2,185,76,12,5,62,31,92,35,19,5,maven,False,open source,130,05df3e0c7560f28aab75256b4177645e92d66edf,improvement,8,0,0,0,0,0
247,medallia_Word2VecJava,6,2,19,12,1,0,9,4,6,5,3,3,maven,False,open source,92,eb31fbb99ac6bbab82d7f807b3e2240edca50eb7,improvement,8,0,0,0,0,0
248,javagl_Obj,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,75,da3e9878c6677f32daa2281c6656817411b12a01,no improvement,8,0,0,0,0,0
249,jonatan-kazmierczak_class-visualizer,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,68,ebdc3dba90a0cc0bc82515a83e8fff401e2d5fb8,no improvement,8,0,0,0,0,0
236,jhipster_jhipster-sample-app-token,34,33,1293,1284,41,39,335,332,592,590,325,323,maven,False,open source,4557,a13248b0ce65ac8f85ad00ba4b5a1f6e9a6fdd87,improvement,8,0,0,0,0,0
250,ForgeRock_OpenBanking-UK-Datamodel-Java-SDK,7,6,169,116,5,5,31,31,92,51,41,29,maven,False,open source,971,94196c5fb8f95d0812c8a31a8246be0c5a81fe16,improvement,8,0,0,0,0,0
251,liaochong_spring-boot-starter-converter,3,1,21,5,1,1,11,2,8,2,1,0,maven,False,open source,497,a36bea44bd23330a6f43b0372906a804a09285c5,improvement,8,0,0,0,0,0
252,ScaleSec_vulnado,6,5,257,190,13,12,64,60,140,98,40,20,maven,False,open source,1249,53336e14a40a0b25acdb8edd8b65a813e5f61bda,improvement,8,0,0,0,0,0
253,PEC-CSS_acm-website-backend,11,10,220,200,25,24,54,48,116,104,25,24,maven,False,open source,1153,db5280ce91b415acfbdd4019ef0f586cd88a3b26,improvement,17,0,0,0,0,0
255,subshell_o-neko,17,15,241,226,39,39,90,83,107,99,5,5,maven,False,open source,1161,60266b969fac371591177161dfb824a7198d1965,improvement,17,0,0,0,0,0
256,GoogleCloudPlatform_healthcare-api-dicom-fuse,6,0,16,0,2,0,7,0,7,0,0,0,maven,False,open source,191,5fc12312636b72dc1876613b14f182ff323d091f,improvement,8,0,0,0,0,0
275,Leibnizhu_spring-boot-starter-netty,4,4,80,66,12,11,34,25,32,29,2,1,maven,False,open source,602,6374ce012c4dfea83b2782fbda6228a6b20281d3,improvement,8,0,0,0,0,0
276,devslm_proguard-spring-boot-example,2,2,102,102,10,10,43,43,42,42,7,7,maven,False,open source,759,21bc711df095bcca61efae807149e499b0d1477f,no improvement,11,0,0,0,0,0
291,mstahv_spring-boot-spatial-example,10,9,86,79,19,19,39,34,27,25,1,1,maven,False,open source,742,38d7afaec0ca32ff2ba4ab3ff99bbe3dac40c704,improvement,17,0,0,0,0,0
292,streamx-co_ExTree,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,75,76ea6fc943c0ef0afb95b2661dcb4a7089ec41c0,no improvement,11,0,0,0,0,0
293,gushakov_trip-flow,10,10,265,114,29,17,117,49,103,40,16,8,maven,False,open source,984,3f9a4564ceac8fede8e06646624d4232c27fe0e0,improvement,17,0,0,0,0,0
294,ChinaYiqun_java-rag,20,5,100,18,1,0,63,11,34,7,2,0,maven,False,open source,395,8af5310db73c20c77bfb5f33f6bd83d6f44fcc26,improvement,8,0,0,0,0,0
296,vert-x3_vertx-maven-starter,2,1,43,12,2,1,28,8,11,3,2,0,maven,False,open source,196,fa8ec6506b881563aa2585c84d1fcec4b71c6348,improvement,8,0,0,0,0,0
297,anomaly2104_chess-low-level-system-design,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,78,e6914a661c8a5aff33bb81c5a422cd90255e625d,no improvement,8,0,0,0,0,0
298,leanstacks_spring-boot-fundamentals,8,7,381,378,18,17,129,127,159,159,75,75,maven,False,open source,1864,b98476c9ec9a10ac87757e0b76e1679a1f7f10bb,improvement,8,0,0,0,0,0
299,noorq_casser,7,5,128,93,8,6,65,47,41,32,14,8,maven,False,open source,1344,13a2f5bffa0357ca7837b1dcb18f4d277769e188,improvement,8,0,0,0,0,0
300,rweather_noise-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,69,49377b6dfc6a1e75740bce2318118291a57c0d6e,no improvement,8,0,0,0,0,0
301,wjdrbs96_Gyunny_Spring_Study,9,7,332,124,18,11,92,52,169,53,53,8,maven,False,open source,956,c6fa4cf0d5cea5f13323bd90fff014703062c3fe,improvement,8,0,0,0,0,0
302,xuminwlt_j360-tools,3,0,6,0,0,0,4,0,2,0,0,0,maven,False,open source,110,2e031c7f26fb0f2377d73b0caee08447e2a71499,improvement,8,0,0,0,0,0
303,javamultiplex_clean-code-java,2,0,2,0,0,0,2,0,0,0,0,0,maven,False,open source,80,9cc5cfcf262bbe866977da27b8e77eabc991bcfb,improvement,8,0,0,0,0,0
304,sonatype-nexus-community_nexus-repository-puppet,10,10,162,162,12,12,87,87,48,48,15,15,maven,False,open source,1720,a52f770c7ea8d23a024a81c88f3f268bc27e61e0,no improvement,8,0,0,0,0,0
305,MitchTalmadge_ASCII-Data,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,66,8d92bf165a1b833c5ebfa816f3d1fb05fc20f110,improvement,8,0,0,0,0,0
306,freva_ascii-table,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,59,aa82c99750ca0358fe261ffab6e14274f3b968e8,no improvement,8,0,0,0,0,0
307,miyakowork_NoteBlog,13,13,485,474,23,23,160,154,212,208,90,89,maven,False,open source,2906,c8558792d612c1864300cf7752fd9b3c0ce820a2,improvement,8,0,0,0,0,0
308,rsharifnasab_sbu_compiler,2,0,11,0,0,0,5,0,3,0,3,0,maven,False,open source,107,391323dd80119c82a5ee7fdb536d08cab726712f,improvement,17,0,0,0,0,0
309,hacker-and-painter_database-doc-generator,8,7,202,195,13,12,64,62,100,97,25,24,maven,False,open source,1044,40bd0a823abf932da48fe3bc8167d4f011bb1ed0,improvement,8,0,0,0,0,0
310,sysco-middleware_kafka-client-collector,3,2,125,4,0,0,15,0,86,4,24,0,maven,False,open source,89,75b7c471600fa6115cb55fc0a2bc6922a3160204,improvement,8,0,0,0,0,0
311,vzurauskas_nereides-jackson,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,73,d8f52e698daa7a1d7425b59ed98217cc333bd9c7,improvement,8,0,0,0,0,0
312,KuroChan1998_Student-Information-Administration-System,27,6,184,22,6,0,48,2,83,12,47,8,maven,False,open source,238,3092ed267f8e43a440d14876f852305bfe390826,improvement,8,0,0,0,0,0
314,SnuK87_keycloak-kafka,5,2,15,8,3,0,1,0,8,5,3,3,maven,False,open source,119,f20c64ac2ab7ac01cda0bf0b8eab0d5bb94967bd,improvement,17,0,0,0,0,0
315,OpenAPITools_jackson-databind-nullable,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,137,10d3f444e9d69655a5f5951f447d49c3183f0eb5,improvement,8,0,0,0,0,0
316,MUYU212_JNDI-Injection-Memshell,7,2,191,61,14,11,57,22,88,24,32,4,maven,False,open source,808,c06404f6e5515fbb29c4deb8d4c0cfedd2e7757e,improvement,8,0,0,0,0,0
317,oneteme_assertapi-core,6,3,19,6,0,0,5,2,12,3,2,1,maven,False,open source,543,40c9c90650ef6c26dc69abecc03431d5f558c7e1,improvement,11,0,0,0,0,0
318,yangyuscript_appapidemo,12,10,513,170,30,16,191,57,211,69,81,28,maven,False,open source,633,675764fc7289f69e587429ded57e6b95c4a72d44,improvement,8,0,0,0,0,0
319,daniel-frak_dummy4j,1,0,7,0,0,0,5,0,2,0,0,0,maven,False,open source,228,f72e2585cb89141433449fe5199ba678a798366f,improvement,8,0,0,0,0,0
